URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/reference-handling-policy,5.0.0,active,"2.16.840.1.113883.4.642.3.202,2.16.840.1.113883.4.642.3.192",ReferenceHandlingPolicy,Reference Handling Policy,"A set of flags that defines how references are supported.","StructureDefinition/tk-api-instance,StructureDefinition/tk-api-specification-capability","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/resource-types,5.0.0,active,"2.16.840.1.113883.4.642.3.27",ResourceType,Resource Types,"Concrete FHIR Resource Types","StructureDefinition/tk-api-instance,StructureDefinition/tk-api-specification-capability","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/restful-capability-mode,5.0.0,active,"2.16.840.1.113883.4.642.3.166,2.16.840.1.113883.4.642.3.176",RestfulCapabilityMode,Restful Capability Mode,"The mode of a RESTful capability statement.","StructureDefinition/tk-api-instance,StructureDefinition/tk-api-specification-capability","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/restful-security-service,5.0.0,active,"2.16.840.1.113883.4.642.3.168,2.16.840.1.113883.4.642.3.178,2.16.840.1.113883.4.642.2.82",RestfulSecurityService,Restful Security Service,"Types of security services used with FHIR.","StructureDefinition/tk-api-instance,StructureDefinition/tk-api-specification-capability","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/search-param-type,5.0.0,active,"2.16.840.1.113883.4.642.3.11",SearchParamType,SearchParamType,"Data types allowed to be used for search parameters.","StructureDefinition/tk-api-instance,StructureDefinition/tk-api-specification-capability","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/security-role-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.978",SecurityRoleType,Security Role Type,"This value set contains example structural roles. In general, two types of roles can be distinguished: structural roles and functional roles. Structural Roles reflect human or organizational categories (hierarchies), and describe prerequisites, feasibilities, or competences for actions. Functional roles are bound to the realization or performance of actions.","StructureDefinition/tk-provenance","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/service-mode,5.0.0,draft,"2.16.840.1.113883.4.642.4.3322",ServiceMode,Service Mode,"An example set of Service Modes that could be applicable to use to characterize HealthcareServices or PractitionerRoles while searching","StructureDefinition/tk-administrator-role","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/system-restful-interaction,5.0.0,active,"2.16.840.1.113883.4.642.3.171,2.16.840.1.113883.4.642.3.181,2.16.840.1.113883.4.642.2.84",SystemRestfulInteraction,System Restful Interaction,"Operations supported by REST at the system level.","StructureDefinition/tk-api-instance,StructureDefinition/tk-api-specification-capability","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/type-restful-interaction,5.0.0,active,"2.16.840.1.113883.4.642.3.180,2.16.840.1.113883.4.642.3.170,2.16.840.1.113883.4.642.2.83",TypeRestfulInteraction,Type Restful Interaction,"Operations supported by REST at the type or instance level.","StructureDefinition/tk-api-instance,StructureDefinition/tk-api-specification-capability","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/version-algorithm,5.0.0,draft,"2.16.840.1.113883.4.642.3.3103",VersionAlgorithm,Version Algorithm,"Indicates the mechanism used to compare versions to determine which is more current.","StructureDefinition/tk-api-instance,StructureDefinition/tk-api-specification-capability","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/versioning-policy,5.0.0,active,"2.16.840.1.113883.4.642.2.89,2.16.840.1.113883.4.642.3.190,2.16.840.1.113883.4.642.3.180",ResourceVersionPolicy,Resource Version Policy,"How the system supports versioning for a resource.","StructureDefinition/tk-api-instance,StructureDefinition/tk-api-specification-capability","hl7.fhir.r5.core"
http://terminology.hl7.org/ValueSet/v3-PurposeOfUse,3.1.0,active,"2.16.840.1.113883.1.11.20448",PurposeOfUse,PurposeOfUse,"Supports communication of purpose of use at a general level.","StructureDefinition/tk-provenance","THO (V3)"
https://fhir.inera.se/ig/tjanstekatalog/ValueSet/tk-administrator-role,0.1.0,draft,,TKAdministratorRoleVS,Administratörsroller,"Tillåtna värden för TKAdministratorRole.code. Exempelbindning (example) i detta utkast — se REQ-ADM-1.","StructureDefinition/tk-administrator-role","Internal"
https://fhir.inera.se/ig/tjanstekatalog/ValueSet/tk-endpoint-security-method,0.1.0,draft,,TKEndpointSecurityMethodVS,Säkerhetsmetoder för tekniska ändpunkter,"Tillåtna värden för Ändpunkt.säkerhetsmetod. Exempelbindning (example) i detta utkast — se REQ-END-6.","StructureDefinition/tk-endpoint-security-method","Internal"
